"2024-10-16 00:20:12,068 WARN  [HikariPool-1 housekeeper] com.zaxxer.hikari.pool.HikariPool:HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=1h4m39s651ms).
""2024-10-16 01:08:02,872 WARN  [HikariPool-1 housekeeper] com.zaxxer.hikari.pool.HikariPool:HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=47m50s802ms).
""2024-10-16 02:05:31,518 WARN  [HikariPool-1 housekeeper] com.zaxxer.hikari.pool.HikariPool:HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=57m28s647ms).
""2024-10-16 02:55:37,307 WARN  [HikariPool-1 housekeeper] com.zaxxer.hikari.pool.HikariPool:HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=50m5s791ms).
""2024-10-16 04:15:20,827 WARN  [HikariPool-1 housekeeper] com.zaxxer.hikari.pool.HikariPool:HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=1h19m43s520ms).
""2024-10-16 04:47:08,566 WARN  [HikariPool-1 housekeeper] com.zaxxer.hikari.pool.HikariPool:HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=31m47s738ms).
""2024-10-16 05:41:29,415 WARN  [HikariPool-1 housekeeper] com.zaxxer.hikari.pool.HikariPool:HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=54m20s850ms).
""2024-10-16 06:49:59,395 WARN  [HikariPool-1 housekeeper] com.zaxxer.hikari.pool.HikariPool:HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=1h8m29s980ms).
""2024-10-16 06:59:01,334 WARN  [HikariPool-1 housekeeper] com.zaxxer.hikari.pool.HikariPool:HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=9m1s939ms).
""2024-10-16 07:09:26,860 WARN  [HikariPool-1 housekeeper] com.zaxxer.hikari.pool.HikariPool:HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=3m55s442ms).
""2024-10-16 08:34:33,934 WARN  [HikariPool-1 housekeeper] com.zaxxer.hikari.pool.HikariPool:HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=1h25m7s83ms).
""2024-10-16 09:37:15,547 WARN  [HikariPool-1 housekeeper] com.zaxxer.hikari.pool.HikariPool:HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=1h2m41s617ms).
""2024-10-16 09:41:02,882 WARN  [HikariPool-1 housekeeper] com.zaxxer.hikari.pool.HikariPool:HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=3m47s333ms).
""2024-10-16 10:06:51,277 WARN  [HikariPool-1 housekeeper] com.zaxxer.hikari.pool.HikariPool:HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=25m48s396ms).
""2024-10-16 10:12:30,605 WARN  [HikariPool-1 housekeeper] com.zaxxer.hikari.pool.HikariPool:HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=5m39s329ms).
""2024-10-16 10:20:49,072 WARN  [HikariPool-1 housekeeper] com.zaxxer.hikari.pool.HikariPool:HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=8m18s465ms).
""2024-10-16 10:22:02,643 INFO  [SpringApplicationShutdownHook] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean:Closing JPA EntityManagerFactory for persistence unit 'default'
""2024-10-16 10:22:02,669 INFO  [SpringApplicationShutdownHook] com.zaxxer.hikari.HikariDataSource:HikariPool-1 - Shutdown initiated...
""2024-10-16 10:22:02,691 INFO  [SpringApplicationShutdownHook] com.zaxxer.hikari.HikariDataSource:HikariPool-1 - Shutdown completed.
""2024-10-16 10:22:09,375 INFO  [restartedMain] estate.management.com.EstateManagementApplication:Starting EstateManagementApplication using Java 20.0.2 on MacBook-Pro with PID 9594 (/Users/gecit/Desktop/2023/estate.management-master/target/classes started by gecit in /Users/gecit/Desktop/2023/estate.management-master)
""2024-10-16 10:22:09,376 INFO  [restartedMain] estate.management.com.EstateManagementApplication:No active profile set, falling back to 1 default profile: "default"
""2024-10-16 10:22:09,494 INFO  [restartedMain] org.springframework.boot.devtools.env.DevToolsPropertyDefaultsPostProcessor:Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
""2024-10-16 10:22:09,494 INFO  [restartedMain] org.springframework.boot.devtools.env.DevToolsPropertyDefaultsPostProcessor:For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
""2024-10-16 10:22:11,097 INFO  [restartedMain] org.springframework.data.repository.config.RepositoryConfigurationDelegate:Bootstrapping Spring Data JPA repositories in DEFAULT mode.
""2024-10-16 10:22:11,294 INFO  [restartedMain] org.springframework.data.repository.config.RepositoryConfigurationDelegate:Finished Spring Data repository scanning in 188 ms. Found 14 JPA repository interfaces.
""2024-10-16 10:22:12,354 INFO  [restartedMain] org.springframework.boot.web.embedded.tomcat.TomcatWebServer:Tomcat initialized with port(s): 8081 (http)
""2024-10-16 10:22:12,365 INFO  [restartedMain] org.apache.catalina.core.StandardService:Starting service [Tomcat]
""2024-10-16 10:22:12,365 INFO  [restartedMain] org.apache.catalina.core.StandardEngine:Starting Servlet engine: [Apache Tomcat/9.0.68]
""2024-10-16 10:22:12,457 INFO  [restartedMain] org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/]:Initializing Spring embedded WebApplicationContext
""2024-10-16 10:22:12,457 INFO  [restartedMain] org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext:Root WebApplicationContext: initialization completed in 2961 ms
""2024-10-16 10:22:12,836 INFO  [restartedMain] org.hibernate.jpa.internal.util.LogHelper:HHH000204: Processing PersistenceUnitInfo [name: default]
""2024-10-16 10:22:12,874 INFO  [restartedMain] org.hibernate.Version:HHH000412: Hibernate ORM core version 5.6.12.Final
""2024-10-16 10:22:13,117 INFO  [restartedMain] org.hibernate.annotations.common.Version:HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
""2024-10-16 10:22:13,236 INFO  [restartedMain] com.zaxxer.hikari.HikariDataSource:HikariPool-1 - Starting...
""2024-10-16 10:22:13,455 INFO  [restartedMain] com.zaxxer.hikari.HikariDataSource:HikariPool-1 - Start completed.
""2024-10-16 10:22:13,467 INFO  [restartedMain] org.hibernate.dialect.Dialect:HHH000400: Using dialect: org.hibernate.dialect.PostgreSQL81Dialect
""2024-10-16 10:22:14,992 INFO  [restartedMain] org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator:HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
""2024-10-16 10:22:15,001 INFO  [restartedMain] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean:Initialized JPA EntityManagerFactory for persistence unit 'default'
""2024-10-16 10:22:16,037 WARN  [restartedMain] org.hibernate.orm.deprecation:HHH90000016: Found use of deprecated 'collection property' syntax in HQL/JPQL query [a.tourRequests.size]; use collection function syntax instead [size(a.tourRequests)].
""2024-10-16 10:22:17,389 WARN  [restartedMain] org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration:spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
""2024-10-16 10:22:18,997 INFO  [restartedMain] org.springframework.security.web.DefaultSecurityFilterChain:Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@43f6226c, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@78fe6288, org.springframework.security.web.context.SecurityContextPersistenceFilter@3c93600b, org.springframework.security.web.header.HeaderWriterFilter@7df30be, org.springframework.web.filter.CorsFilter@41feb18a, org.springframework.security.web.authentication.logout.LogoutFilter@335b2e2a, estate.management.com.security.jwt.AuthTokenFilter@7897338b, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@6c4dd166, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@bec8c1b, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@b97c1cf, org.springframework.security.web.session.SessionManagementFilter@29b3b510, org.springframework.security.web.access.ExceptionTranslationFilter@4650c23b, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@5c2ce3f1]
""2024-10-16 10:22:19,620 INFO  [restartedMain] org.springframework.boot.devtools.autoconfigure.OptionalLiveReloadServer:LiveReload server is running on port 35729
""2024-10-16 10:22:19,737 INFO  [restartedMain] org.springframework.boot.web.embedded.tomcat.TomcatWebServer:Tomcat started on port(s): 8081 (http) with context path ''
""2024-10-16 10:22:19,756 INFO  [restartedMain] estate.management.com.EstateManagementApplication:Started EstateManagementApplication in 11.125 seconds (JVM running for 11.864)
""2024-10-16 10:27:31,675 INFO  [SpringApplicationShutdownHook] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean:Closing JPA EntityManagerFactory for persistence unit 'default'
""2024-10-16 10:27:31,696 INFO  [SpringApplicationShutdownHook] com.zaxxer.hikari.HikariDataSource:HikariPool-1 - Shutdown initiated...
""2024-10-16 10:27:31,716 INFO  [SpringApplicationShutdownHook] com.zaxxer.hikari.HikariDataSource:HikariPool-1 - Shutdown completed.
""2024-10-16 10:30:30,558 INFO  [restartedMain] estate.management.com.EstateManagementApplication:Starting EstateManagementApplication using Java 20.0.2 on MacBook-Pro with PID 9709 (/Users/gecit/Desktop/2023/estate.management-master/target/classes started by gecit in /Users/gecit/Desktop/2023/estate.management-master)
""2024-10-16 10:30:30,561 INFO  [restartedMain] estate.management.com.EstateManagementApplication:No active profile set, falling back to 1 default profile: "default"
""2024-10-16 10:30:30,683 INFO  [restartedMain] org.springframework.boot.devtools.env.DevToolsPropertyDefaultsPostProcessor:Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
""2024-10-16 10:30:30,683 INFO  [restartedMain] org.springframework.boot.devtools.env.DevToolsPropertyDefaultsPostProcessor:For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
""2024-10-16 10:30:32,217 INFO  [restartedMain] org.springframework.data.repository.config.RepositoryConfigurationDelegate:Bootstrapping Spring Data JPA repositories in DEFAULT mode.
""2024-10-16 10:30:32,402 INFO  [restartedMain] org.springframework.data.repository.config.RepositoryConfigurationDelegate:Finished Spring Data repository scanning in 175 ms. Found 14 JPA repository interfaces.
""2024-10-16 10:30:33,282 INFO  [restartedMain] org.springframework.boot.web.embedded.tomcat.TomcatWebServer:Tomcat initialized with port(s): 8081 (http)
""2024-10-16 10:30:33,290 INFO  [restartedMain] org.apache.catalina.core.StandardService:Starting service [Tomcat]
""2024-10-16 10:30:33,290 INFO  [restartedMain] org.apache.catalina.core.StandardEngine:Starting Servlet engine: [Apache Tomcat/9.0.68]
""2024-10-16 10:30:33,364 INFO  [restartedMain] org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/]:Initializing Spring embedded WebApplicationContext
""2024-10-16 10:30:33,365 INFO  [restartedMain] org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext:Root WebApplicationContext: initialization completed in 2681 ms
""2024-10-16 10:30:33,614 INFO  [restartedMain] org.hibernate.jpa.internal.util.LogHelper:HHH000204: Processing PersistenceUnitInfo [name: default]
""2024-10-16 10:30:33,647 INFO  [restartedMain] org.hibernate.Version:HHH000412: Hibernate ORM core version 5.6.12.Final
""2024-10-16 10:30:33,897 INFO  [restartedMain] org.hibernate.annotations.common.Version:HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
""2024-10-16 10:30:34,008 INFO  [restartedMain] com.zaxxer.hikari.HikariDataSource:HikariPool-1 - Starting...
""2024-10-16 10:30:34,211 INFO  [restartedMain] com.zaxxer.hikari.HikariDataSource:HikariPool-1 - Start completed.
""2024-10-16 10:30:34,224 INFO  [restartedMain] org.hibernate.dialect.Dialect:HHH000400: Using dialect: org.hibernate.dialect.PostgreSQL81Dialect
""2024-10-16 10:30:35,581 INFO  [restartedMain] org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator:HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
""2024-10-16 10:30:35,589 INFO  [restartedMain] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean:Initialized JPA EntityManagerFactory for persistence unit 'default'
""2024-10-16 10:30:36,540 WARN  [restartedMain] org.hibernate.orm.deprecation:HHH90000016: Found use of deprecated 'collection property' syntax in HQL/JPQL query [a.tourRequests.size]; use collection function syntax instead [size(a.tourRequests)].
""2024-10-16 10:30:37,586 WARN  [restartedMain] org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration:spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
